STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,ENERGY_SOURCE,Energy source,GRID_CONN,Grid connection status,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,SOLPV,Solar Photovoltaic,OFF,Off-grid,2009,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,SOLPV,Solar Photovoltaic,OFF,Off-grid,2010,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,SOLPV,Solar Photovoltaic,OFF,Off-grid,2011,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,SOLPV,Solar Photovoltaic,OFF,Off-grid,2012,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,SOLPV,Solar Photovoltaic,OFF,Off-grid,2013,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,SOLPV,Solar Photovoltaic,OFF,Off-grid,2014,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,SOLPV,Solar Photovoltaic,OFF,Off-grid,2015,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,SOLPV,Solar Photovoltaic,OFF,Off-grid,2016,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,SOLPV,Solar Photovoltaic,OFF,Off-grid,2017,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,SOLPV,Solar Photovoltaic,OFF,Off-grid,2018,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,SOLPV,Solar Photovoltaic,OFF,Off-grid,2019,,0.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,SOLPV,Solar Photovoltaic,OFF,Off-grid,2020,,0.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,SOLPV,Solar Photovoltaic,OFF,Off-grid,2021,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,SOLPV,Solar Photovoltaic,OFF,Off-grid,2022,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,SOLPV,Solar Photovoltaic,OFF,Off-grid,2023,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,RENTOT,Renewable (total),_T,Total,2006,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,RENTOT,Renewable (total),_T,Total,2007,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,RENTOT,Renewable (total),_T,Total,2008,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,RENTOT,Renewable (total),_T,Total,2009,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,RENTOT,Renewable (total),_T,Total,2010,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,RENTOT,Renewable (total),_T,Total,2011,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,RENTOT,Renewable (total),_T,Total,2012,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,RENTOT,Renewable (total),_T,Total,2013,,0.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,RENTOT,Renewable (total),_T,Total,2014,,0.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,RENTOT,Renewable (total),_T,Total,2015,,0.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,RENTOT,Renewable (total),_T,Total,2016,,0.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,RENTOT,Renewable (total),_T,Total,2017,,1.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,RENTOT,Renewable (total),_T,Total,2018,,1.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,RENTOT,Renewable (total),_T,Total,2019,,1.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,RENTOT,Renewable (total),_T,Total,2020,,2.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,RENTOT,Renewable (total),_T,Total,2021,,4.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,RENTOT,Renewable (total),_T,Total,2022,,5.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,RENTOT,Renewable (total),_T,Total,2023,,5.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2000,,20.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2001,,16.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2002,,12.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2003,,8.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2004,,4.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2007,,6.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2008,,20.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2009,,5.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2010,,13.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2011,,15.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2012,,19.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2013,,13.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2014,,6.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2015,,4.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2016,,4.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2017,,5.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2018,,2.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2019,,3.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2020,,8.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2021,,10.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2022,,10.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,NRENTOT,Non-renewable (total),OFF,Off-grid,2023,,10.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,WNDON,Onshore Wind Energy,ON,On-grid,2003,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,WNDON,Onshore Wind Energy,ON,On-grid,2004,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,WNDON,Onshore Wind Energy,ON,On-grid,2005,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,WNDON,Onshore Wind Energy,ON,On-grid,2006,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,WNDON,Onshore Wind Energy,ON,On-grid,2007,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2000,,147.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2001,,154.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2002,,119.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2003,,123.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2004,,155.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2005,,147.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2006,,160.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2007,,174.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2008,,158.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2009,,155.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2010,,214,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2011,,183.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2012,,172.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2013,,168.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2014,,191.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2015,,196,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2016,,213.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2017,,208.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2018,,198.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2019,,196.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2020,,199.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2021,,190.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2022,,241.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,RENTOT,Renewable (total),ON,On-grid,2023,,192.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2000,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2001,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2002,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2003,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2004,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2005,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2006,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2007,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2008,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2009,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2010,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2011,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2012,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2013,,0.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2014,,1.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2015,,3.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2016,,4.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2017,,5.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2018,,10.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2019,,9.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2020,,8.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2021,,7.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2022,,7.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,CK,Cook Islands,RENTOT,Renewable (total),_T,Total,2023,,9.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2000,,160.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2001,,157.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2002,,204.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2003,,335.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2004,,333.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2005,,397.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2006,,445.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2007,,307.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2008,,320.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2009,,361.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2010,,466.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2011,,390.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2012,,322.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2013,,375.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2014,,505.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2015,,531.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2016,,475.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2017,,542.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2018,,474.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2019,,558.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2020,,459.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2021,,437,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2022,,519,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,OIL,Oil,_T,Total,2023,,614.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
