STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,ENERGY_SOURCE,Energy source,GRID_CONN,Grid connection status,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TO,Tonga,WNDON,Onshore Wind Energy,ON,On-grid,2023,,1.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FM,"Micronesia, Federated State of",HYDRO,Renewable Hydropower,ON,On-grid,2000,,3.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FM,"Micronesia, Federated State of",HYDRO,Renewable Hydropower,ON,On-grid,2001,,3.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FM,"Micronesia, Federated State of",HYDRO,Renewable Hydropower,ON,On-grid,2002,,3.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FM,"Micronesia, Federated State of",HYDRO,Renewable Hydropower,ON,On-grid,2014,,0.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FM,"Micronesia, Federated State of",HYDRO,Renewable Hydropower,ON,On-grid,2015,,1.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FM,"Micronesia, Federated State of",HYDRO,Renewable Hydropower,ON,On-grid,2016,,1.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FM,"Micronesia, Federated State of",HYDRO,Renewable Hydropower,ON,On-grid,2017,,1.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FM,"Micronesia, Federated State of",HYDRO,Renewable Hydropower,ON,On-grid,2018,,1.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FM,"Micronesia, Federated State of",HYDRO,Renewable Hydropower,ON,On-grid,2019,,1.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FM,"Micronesia, Federated State of",HYDRO,Renewable Hydropower,ON,On-grid,2020,,1.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FM,"Micronesia, Federated State of",HYDRO,Renewable Hydropower,ON,On-grid,2021,,1.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FM,"Micronesia, Federated State of",HYDRO,Renewable Hydropower,ON,On-grid,2022,,1.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FM,"Micronesia, Federated State of",HYDRO,Renewable Hydropower,ON,On-grid,2023,,1.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,RENTOT,Renewable (total),ON,On-grid,2008,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,RENTOT,Renewable (total),ON,On-grid,2009,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,RENTOT,Renewable (total),ON,On-grid,2010,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,RENTOT,Renewable (total),ON,On-grid,2011,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,RENTOT,Renewable (total),ON,On-grid,2012,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,RENTOT,Renewable (total),ON,On-grid,2013,,0.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,RENTOT,Renewable (total),ON,On-grid,2014,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,RENTOT,Renewable (total),ON,On-grid,2015,,0.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,RENTOT,Renewable (total),ON,On-grid,2016,,0.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,RENTOT,Renewable (total),ON,On-grid,2017,,0.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,RENTOT,Renewable (total),ON,On-grid,2018,,0.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,RENTOT,Renewable (total),ON,On-grid,2019,,0.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,RENTOT,Renewable (total),ON,On-grid,2020,,0.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,RENTOT,Renewable (total),ON,On-grid,2021,,0.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,RENTOT,Renewable (total),ON,On-grid,2022,,0.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,RENTOT,Renewable (total),ON,On-grid,2023,,1.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2000,,40.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2001,,47.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2002,,51.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2003,,55.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2004,,54,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2005,,56.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2006,,61.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2007,,67.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2008,,64.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2009,,63.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2010,,71.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2011,,78.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2012,,77.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2013,,86.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2014,,95.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2015,,96.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2016,,101.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2017,,98.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2018,,92.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2019,,101.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2020,,82.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2021,,103.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2022,,125.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,OIL,Oil,ON,On-grid,2023,,136.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,GU,Guam,RENTOT,Renewable (total),ON,On-grid,2009,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,GU,Guam,RENTOT,Renewable (total),ON,On-grid,2010,,0.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,GU,Guam,RENTOT,Renewable (total),ON,On-grid,2011,,0.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,GU,Guam,RENTOT,Renewable (total),ON,On-grid,2012,,0.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,GU,Guam,RENTOT,Renewable (total),ON,On-grid,2013,,1.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,GU,Guam,RENTOT,Renewable (total),ON,On-grid,2014,,2.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,GU,Guam,RENTOT,Renewable (total),ON,On-grid,2015,,30.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,GU,Guam,RENTOT,Renewable (total),ON,On-grid,2016,,66.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,GU,Guam,RENTOT,Renewable (total),ON,On-grid,2017,,63.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,GU,Guam,RENTOT,Renewable (total),ON,On-grid,2018,,74.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,GU,Guam,RENTOT,Renewable (total),ON,On-grid,2019,,77.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,GU,Guam,RENTOT,Renewable (total),ON,On-grid,2020,,80.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,GU,Guam,RENTOT,Renewable (total),ON,On-grid,2021,,83.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,GU,Guam,RENTOT,Renewable (total),ON,On-grid,2022,,141.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,GU,Guam,RENTOT,Renewable (total),ON,On-grid,2023,,141.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2000,,7.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2001,,6.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2002,,8.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2003,,4.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2004,,11.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2005,,17.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2006,,28.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2007,,36.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2008,,35.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2009,,41.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2010,,51.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2011,,45.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2012,,57.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2013,,52.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2014,,57.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2015,,61.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2016,,45.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2017,,45.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2018,,45,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2019,,56.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2020,,48.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2021,,41,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2022,,43.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,_T,Total,2023,,80.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2000,,993.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2001,,940.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2002,,938.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2003,,961.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2004,,955.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2005,,1043.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2006,,1147.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2007,,1254.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2008,,1372.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2009,,1362,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2010,,1368.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2011,,1257.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2012,,1267.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2013,,1266.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2014,,1152.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2015,,1066.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2016,,1037.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2017,,944.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2018,,1009.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2019,,1142.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2020,,1142.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2021,,1144.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2022,,980.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),_T,Total,2023,,953,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,SOLPV,Solar Photovoltaic,OFF,Off-grid,2013,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,SOLPV,Solar Photovoltaic,OFF,Off-grid,2014,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,SOLPV,Solar Photovoltaic,OFF,Off-grid,2015,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,SOLPV,Solar Photovoltaic,OFF,Off-grid,2016,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,SOLPV,Solar Photovoltaic,OFF,Off-grid,2017,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,SOLPV,Solar Photovoltaic,OFF,Off-grid,2018,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,SOLPV,Solar Photovoltaic,OFF,Off-grid,2019,,0.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,SOLPV,Solar Photovoltaic,OFF,Off-grid,2020,,0.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,SOLPV,Solar Photovoltaic,OFF,Off-grid,2021,,0.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,SOLPV,Solar Photovoltaic,OFF,Off-grid,2022,,0.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NR,Nauru,SOLPV,Solar Photovoltaic,OFF,Off-grid,2023,,0.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FM,"Micronesia, Federated State of",WNDON,Onshore Wind Energy,ON,On-grid,2018,,0.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FM,"Micronesia, Federated State of",WNDON,Onshore Wind Energy,ON,On-grid,2019,,0.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
